,Flight Date,Status,Departure Airport,Departure IATA,Arrival Airport,Arrival IATA,Airline Name,Airline IATA,Flight Number,Flight IATA,Departure Delay,Arrival Delay,Arrival Region,Arrival City,Departure Date,Departure Time,Arrival Date,Arrival Time,Date
10,2021-09-14,landed,Indira Gandhi International,DEL,Dubai,DXB,IndiGo,6E,21,6E21,44.0,0.0,Asia,Dubai,2021-09-14,09:44:00,2021-09-14,11:16:00,14-09-2021
11,2021-09-14,landed,Indira Gandhi International,DEL,Dibrugarh,DIB,IndiGo,6E,2051,6E2051,33.0,4.0,Asia,Kolkata,2021-09-14,12:12:00,2021-09-14,14:44:00,14-09-2021
12,2021-09-14,landed,Indira Gandhi International,DEL,Netaji Subhas Chandra,CCU,IndiGo,6E,2214,6E2214,2.0,0.0,Asia,Kolkata,2021-09-14,02:47:00,2021-09-14,04:37:00,14-09-2021
13,2021-09-14,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,British Airways,BA,5821,BA5821,10.0,0.0,Asia,Kolkata,2021-09-14,06:39:00,2021-09-14,07:48:00,14-09-2021
14,2021-09-14,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,British Airways,BA,5823,BA5823,11.0,0.0,Asia,Kolkata,2021-09-14,08:55:00,2021-09-14,10:02:00,14-09-2021
15,2021-09-14,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,Blue Dart Aviation,BZ,201,BZ201,31.0,2.0,Asia,Kolkata,2021-09-14,02:21:00,2021-09-14,04:12:00,14-09-2021
16,2021-09-14,landed,Indira Gandhi International,DEL,Charles De Gaulle,CDG,Delta Air Lines,DL,8649,DL8649,51.0,22.0,Europe,Paris,2021-09-14,02:05:00,2021-09-14,07:41:00,14-09-2021
17,2021-09-14,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,Blue Dart Aviation,BZ,481,BZ481,18.0,0.0,Asia,Kolkata,2021-09-14,01:22:00,2021-09-14,02:27:00,14-09-2021
18,2021-09-14,landed,Indira Gandhi International,DEL,Netaji Subhas Chandra,CCU,SpiceJet,SG,7633,SG7633,12.0,0.0,Asia,Kolkata,2021-09-14,01:12:00,2021-09-14,03:03:00,14-09-2021
19,2021-09-14,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,Vistara,UK,927,UK927,7.0,0.0,Asia,Kolkata,2021-09-14,09:37:00,2021-09-14,11:11:00,14-09-2021
20,2021-09-14,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,GoAir,G8,725,G8725,9.0,0.0,Asia,Kolkata,2021-09-14,16:53:00,2021-09-14,18:02:00,14-09-2021
21,2021-09-14,landed,Indira Gandhi International,DEL,Dubai,DXB,Emirates,EK,513,EK513,9.0,0.0,Asia,Dubai,2021-09-14,04:23:00,2021-09-14,05:40:00,14-09-2021
22,2021-09-14,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,United Airlines,UA,7746,UA7746,11.0,0.0,Asia,Kolkata,2021-09-14,08:55:00,2021-09-14,10:02:00,14-09-2021
23,2021-09-14,landed,Indira Gandhi International,DEL,Dehra Dun,DED,IndiGo,6E,7367,6E7367,10.0,0.0,Asia,Kolkata,2021-09-14,12:35:00,2021-09-14,13:17:00,14-09-2021
24,2021-09-14,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,Vistara,UK,959,UK959,10.0,0.0,Asia,Kolkata,2021-09-14,06:39:00,2021-09-14,07:48:00,14-09-2021
25,2021-09-14,landed,Indira Gandhi International,DEL,Borjhar,GAU,IndiGo,6E,2251,6E2251,0.0,0.0,Asia,Kolkata,2021-09-14,05:23:00,2021-09-14,07:23:00,14-09-2021
26,2021-09-14,landed,Indira Gandhi International,DEL,Frankfurt International Airport,FRA,Air India,AI,8761,AI8761,19.0,0.0,Europe,Berlin,2021-09-14,03:08:00,2021-09-14,07:38:00,14-09-2021
27,2021-09-14,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,Vistara,UK,979,UK979,11.0,0.0,Asia,Kolkata,2021-09-14,08:55:00,2021-09-14,10:02:00,14-09-2021
28,2021-09-14,landed,Indira Gandhi International,DEL,Doha International,DOH,Qatar Airways,QR,581,QR581,18.0,0.0,Asia,Qatar,2021-09-14,09:53:00,2021-09-14,10:42:00,14-09-2021
29,2021-09-14,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,SpiceJet,SG,7401,SG7401,15.0,0.0,Asia,Kolkata,2021-09-14,02:44:00,2021-09-14,04:46:00,14-09-2021
30,2021-09-14,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,Vistara,UK,993,UK993,19.0,0.0,Asia,Kolkata,2021-09-14,13:03:00,2021-09-14,14:39:00,14-09-2021
31,2021-09-14,landed,Indira Gandhi International,DEL,Netaji Subhas Chandra,CCU,IndiGo,6E,2346,6E2346,0.0,0.0,Asia,Kolkata,2021-09-14,05:59:00,2021-09-14,07:53:00,14-09-2021
32,2021-09-14,landed,Indira Gandhi International,DEL,Raja Sansi International Airport,ATQ,Vistara,UK,691,UK691,16.0,0.0,Asia,Kolkata,2021-09-14,13:55:00,2021-09-14,14:39:00,14-09-2021
33,2021-09-14,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,Vistara,UK,963,UK963,16.0,0.0,Asia,Kolkata,2021-09-14,09:05:00,2021-09-14,10:39:00,14-09-2021
34,2021-09-14,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,GoAir,G8,336,G8336,20.0,22.0,Asia,Kolkata,2021-09-14,14:50:00,2021-09-14,16:57:00,14-09-2021
35,2021-09-14,landed,Indira Gandhi International,DEL,Netaji Subhas Chandra,CCU,Air India,AI,764,AI764,10.0,0.0,Asia,Kolkata,2021-09-14,17:05:00,2021-09-14,18:55:00,14-09-2021
36,2021-09-14,landed,Indira Gandhi International,DEL,Cochin International,COK,Air India,AI,512,AI512,23.0,10.0,Asia,Kolkata,2021-09-14,14:32:00,2021-09-14,17:29:00,14-09-2021
37,2021-09-14,landed,Indira Gandhi International,DEL,Vadodara,BDQ,IndiGo,6E,5076,6E5076,8.0,0.0,Asia,Kolkata,2021-09-14,13:48:00,2021-09-14,14:59:00,14-09-2021
38,2021-09-14,landed,Indira Gandhi International,DEL,Charles De Gaulle,CDG,Air India,AI,143,AI143,18.0,0.0,Europe,Paris,2021-09-14,01:58:00,2021-09-14,07:09:00,14-09-2021
39,2021-09-14,landed,Indira Gandhi International,DEL,Vadodara,BDQ,Air India,AI,819,AI819,1.0,0.0,Asia,Kolkata,2021-09-14,17:50:00,2021-09-14,19:01:00,14-09-2021
40,2021-09-14,landed,Indira Gandhi International,DEL,Netaji Subhas Chandra,CCU,AirAsia India,I5,548,I5548,16.0,4.0,Asia,Kolkata,2021-09-14,05:10:00,2021-09-14,07:03:00,14-09-2021
41,2021-09-14,landed,Indira Gandhi International,DEL,Bhopal,BHO,IndiGo,6E,5183,6E5183,26.0,0.0,Asia,Kolkata,2021-09-14,11:56:00,2021-09-14,12:52:00,14-09-2021
42,2021-09-14,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,British Airways,BA,5851,BA5851,24.0,0.0,Asia,Kolkata,2021-09-14,10:44:00,2021-09-14,12:19:00,14-09-2021
43,2021-09-14,landed,Indira Gandhi International,DEL,Suvarnabhumi International,BKK,Thai Airways International,TG,316,TG316,0.0,0.0,Asia,Bangkok,2021-09-13,23:23:00,2021-09-14,04:28:00,14-09-2021
44,2021-09-14,landed,Indira Gandhi International,DEL,Dehra Dun,DED,SpiceJet,SG,2033,SG2033,12.0,0.0,Asia,Kolkata,2021-09-14,18:31:00,2021-09-14,19:04:00,14-09-2021
45,2021-09-14,landed,Indira Gandhi International,DEL,Bangalore International Airport,BLR,IndiGo,6E,2089,6E2089,7.0,0.0,Asia,Kolkata,2021-09-14,16:32:00,2021-09-14,18:52:00,14-09-2021
46,2021-09-14,landed,Indira Gandhi International,DEL,Dubai,DXB,flydubai,FZ,432,FZ432,8.0,0.0,Asia,Dubai,2021-09-14,07:03:00,2021-09-14,08:31:00,14-09-2021
47,2021-09-14,landed,Indira Gandhi International,DEL,Dubai,DXB,Emirates,EK,511,EK511,27.0,0.0,Asia,Dubai,2021-09-14,11:27:00,2021-09-14,12:47:00,14-09-2021
48,2021-09-14,landed,Indira Gandhi International,DEL,Cochin International,COK,Vistara,UK,885,UK885,9.0,0.0,Asia,Kolkata,2021-09-14,15:48:00,2021-09-14,18:35:00,14-09-2021
49,2021-09-14,landed,Indira Gandhi International,DEL,Bangalore International Airport,BLR,IndiGo,6E,2287,6E2287,17.0,0.0,Asia,Kolkata,2021-09-14,15:21:00,2021-09-14,17:42:00,14-09-2021
50,2021-09-14,landed,Indira Gandhi International,DEL,Frankfurt International Airport,FRA,Air India,AI,121,AI121,9.0,0.0,Europe,Berlin,2021-09-14,05:14:00,2021-09-14,09:51:00,14-09-2021
51,2021-09-14,landed,Indira Gandhi International,DEL,Bangalore International Airport,BLR,IndiGo,6E,2364,6E2364,18.0,0.0,Asia,Kolkata,2021-09-14,13:27:00,2021-09-14,15:45:00,14-09-2021
52,2021-09-14,landed,Indira Gandhi International,DEL,Bangalore International Airport,BLR,IndiGo,6E,5169,6E5169,16.0,4.0,Asia,Kolkata,2021-09-14,11:20:00,2021-09-14,13:49:00,14-09-2021
53,2021-09-14,landed,Indira Gandhi International,DEL,Borjhar,GAU,IndiGo,6E,2001,6E2001,3.0,0.0,Asia,Kolkata,2021-09-14,15:37:00,2021-09-14,17:42:00,14-09-2021
54,2021-09-14,landed,Indira Gandhi International,DEL,Bangalore International Airport,BLR,IndiGo,6E,772,6E772,12.0,0.0,Asia,Kolkata,2021-09-14,07:32:00,2021-09-14,09:54:00,14-09-2021
55,2021-09-14,landed,Indira Gandhi International,DEL,Frankfurt International Airport,FRA,Lufthansa,LH,761,LH761,19.0,0.0,Europe,Berlin,2021-09-14,03:08:00,2021-09-14,07:38:00,14-09-2021
56,2021-09-14,landed,Indira Gandhi International,DEL,Bangalore International Airport,BLR,Air India,AI,1174,AI1174,6.0,0.0,Asia,Kolkata,2021-09-14,16:51:00,2021-09-14,19:10:00,14-09-2021
57,2021-09-14,landed,Indira Gandhi International,DEL,Frankfurt International Airport,FRA,Air Canada,AC,9353,AC9353,19.0,0.0,Europe,Berlin,2021-09-14,03:08:00,2021-09-14,07:38:00,14-09-2021
58,2021-09-14,landed,Indira Gandhi International,DEL,Doha International,DOH,Qatar Airways,QR,579,QR579,39.0,0.0,Asia,Qatar,2021-09-14,04:04:00,2021-09-14,04:45:00,14-09-2021
59,2021-09-14,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,SpiceJet,SG,8701,SG8701,15.0,0.0,Asia,Kolkata,2021-09-14,07:05:00,2021-09-14,08:40:00,14-09-2021
60,2021-09-14,landed,Indira Gandhi International,DEL,Bangalore International Airport,BLR,Air India,AI,506,AI506,4.0,0.0,Asia,Kolkata,2021-09-14,09:34:00,2021-09-14,11:54:00,14-09-2021
61,2021-09-14,landed,Indira Gandhi International,DEL,Bangalore International Airport,BLR,Air India,AI,803,AI803,12.0,0.0,Asia,Kolkata,2021-09-14,06:22:00,2021-09-14,08:44:00,14-09-2021
62,2021-09-14,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,British Airways,BA,5849,BA5849,16.0,0.0,Asia,Kolkata,2021-09-14,09:05:00,2021-09-14,10:39:00,14-09-2021
63,2021-09-14,landed,Indira Gandhi International,DEL,Bangalore International Airport,BLR,British Airways,BA,5839,BA5839,38.0,13.0,Asia,Kolkata,2021-09-14,08:48:00,2021-09-14,11:02:00,14-09-2021
64,2021-09-14,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,Vistara,UK,995,UK995,24.0,0.0,Asia,Kolkata,2021-09-14,10:44:00,2021-09-14,12:19:00,14-09-2021
65,2021-09-14,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,Vistara,UK,943,UK943,17.0,0.0,Asia,Kolkata,2021-09-14,07:46:00,2021-09-14,09:22:00,14-09-2021
66,2021-09-14,landed,Indira Gandhi International,DEL,Bangalore International Airport,BLR,Blue Dart Aviation,BZ,403,BZ403,60.0,35.0,Asia,Kolkata,2021-09-14,04:49:00,2021-09-14,07:05:00,14-09-2021
67,2021-09-14,landed,Indira Gandhi International,DEL,Bangalore International Airport,BLR,Ethiopian Airlines,ET,1222,ET1222,12.0,0.0,Asia,Kolkata,2021-09-14,06:22:00,2021-09-14,08:44:00,14-09-2021
68,2021-09-14,landed,Indira Gandhi International,DEL,Netaji Subhas Chandra,CCU,IndiGo,6E,2513,6E2513,14.0,8.0,Asia,Kolkata,2021-09-14,09:44:00,2021-09-14,11:42:00,14-09-2021
69,2021-09-14,landed,Indira Gandhi International,DEL,Bangalore International Airport,BLR,GoAir,G8,113,G8113,0.0,0.0,Asia,Kolkata,2021-09-14,05:46:00,2021-09-14,08:06:00,14-09-2021
70,2021-09-14,landed,Indira Gandhi International,DEL,Netaji Subhas Chandra,CCU,IndiGo,6E,2306,6E2306,10.0,0.0,Asia,Kolkata,2021-09-14,14:54:00,2021-09-14,16:46:00,14-09-2021
71,2021-09-14,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,Vistara,UK,941,UK941,13.0,0.0,Asia,Kolkata,2021-09-14,17:07:00,2021-09-14,18:47:00,14-09-2021
72,2021-09-14,landed,Indira Gandhi International,DEL,Bangalore International Airport,BLR,AirAsia India,I5,784,I5784,26.0,15.0,Asia,Kolkata,2021-09-14,16:41:00,2021-09-14,18:59:00,14-09-2021
73,2021-09-14,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,Air India,AI,887,AI887,0.0,0.0,Asia,Kolkata,2021-09-14,06:58:00,2021-09-14,08:37:00,14-09-2021
74,2021-09-14,landed,Indira Gandhi International,DEL,Netaji Subhas Chandra,CCU,GoAir,G8,101,G8101,0.0,0.0,Asia,Kolkata,2021-09-14,05:42:00,2021-09-14,07:34:00,14-09-2021
75,2021-09-14,landed,Indira Gandhi International,DEL,Bangalore International Airport,BLR,SpiceJet,SG,7530,SG7530,18.0,0.0,Asia,Kolkata,2021-09-14,11:02:00,2021-09-14,13:20:00,14-09-2021
76,2021-09-14,landed,Indira Gandhi International,DEL,Netaji Subhas Chandra,CCU,Air India,AI,401,AI401,20.0,0.0,Asia,Kolkata,2021-09-14,07:20:00,2021-09-14,09:03:00,14-09-2021
77,2021-09-14,landed,Indira Gandhi International,DEL,Bangalore International Airport,BLR,SpiceJet,SG,7613,SG7613,32.0,6.0,Asia,Kolkata,2021-09-14,04:26:00,2021-09-14,06:46:00,14-09-2021
78,2021-09-14,landed,Indira Gandhi International,DEL,Netaji Subhas Chandra,CCU,SpiceJet,SG,263,SG263,17.0,0.0,Asia,Kolkata,2021-09-14,06:02:00,2021-09-14,08:01:00,14-09-2021
79,2021-09-14,landed,Indira Gandhi International,DEL,Netaji Subhas Chandra,CCU,Asiana Airlines,OZ,6381,OZ6381,20.0,0.0,Asia,Kolkata,2021-09-14,07:20:00,2021-09-14,09:03:00,14-09-2021
80,2021-09-14,landed,Indira Gandhi International,DEL,Netaji Subhas Chandra,CCU,Air India,AI,1314,AI1314,36.0,11.0,Asia,Kolkata,2021-09-14,04:15:00,2021-09-14,06:01:00,14-09-2021
81,2021-09-14,landed,Indira Gandhi International,DEL,Netaji Subhas Chandra,CCU,Vistara,UK,747,UK747,7.0,2.0,Asia,Kolkata,2021-09-14,06:26:00,2021-09-14,08:21:00,14-09-2021
82,2021-09-14,landed,Indira Gandhi International,DEL,Bangalore International Airport,BLR,Vistara,UK,815,UK815,38.0,13.0,Asia,Kolkata,2021-09-14,08:48:00,2021-09-14,11:02:00,14-09-2021
83,2021-09-14,landed,Indira Gandhi International,DEL,Bangalore International Airport,BLR,Vistara,UK,817,UK817,39.0,13.0,Asia,Kolkata,2021-09-14,16:43:00,2021-09-14,19:02:00,14-09-2021
84,2021-09-14,landed,Indira Gandhi International,DEL,Cochin International,COK,IndiGo,6E,2241,6E2241,9.0,0.0,Asia,Kolkata,2021-09-14,10:09:00,2021-09-14,12:51:00,14-09-2021
85,2021-09-14,landed,Indira Gandhi International,DEL,Cochin International,COK,British Airways,BA,5867,BA5867,16.0,1.0,Asia,Kolkata,2021-09-14,06:11:00,2021-09-14,09:06:00,14-09-2021
86,2021-09-14,landed,Indira Gandhi International,DEL,Bangalore International Airport,BLR,Vistara,UK,819,UK819,10.0,0.0,Asia,Kolkata,2021-09-14,14:20:00,2021-09-14,16:28:00,14-09-2021
87,2021-09-14,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,IndiGo,6E,171,6E171,10.0,0.0,Asia,Kolkata,2021-09-14,10:20:00,2021-09-14,11:56:00,14-09-2021
88,2021-09-14,landed,Indira Gandhi International,DEL,Charles De Gaulle,CDG,KLM,KL,2369,KL2369,51.0,22.0,Europe,Paris,2021-09-14,02:05:00,2021-09-14,07:41:00,14-09-2021
89,2021-09-14,landed,Indira Gandhi International,DEL,Netaji Subhas Chandra,CCU,Vistara,UK,705,UK705,21.0,29.0,Asia,Kolkata,2021-09-14,07:40:00,2021-09-14,09:54:00,14-09-2021
90,2021-09-14,landed,Indira Gandhi International,DEL,Netaji Subhas Chandra,CCU,IndiGo,6E,6573,6E6573,8.0,0.0,Asia,Kolkata,2021-09-14,07:28:00,2021-09-14,09:23:00,14-09-2021
91,2021-09-14,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,Air India,AI,865,AI865,24.0,0.0,Asia,Kolkata,2021-09-14,11:03:00,2021-09-14,12:35:00,14-09-2021
92,2021-09-14,landed,Indira Gandhi International,DEL,Cochin International,COK,Vistara,UK,883,UK883,16.0,1.0,Asia,Kolkata,2021-09-14,06:11:00,2021-09-14,09:06:00,14-09-2021
93,2021-09-14,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,IndiGo,6E,5071,6E5071,12.0,0.0,Asia,Kolkata,2021-09-14,14:11:00,2021-09-14,15:49:00,14-09-2021
94,2021-09-14,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,IndiGo,6E,6125,6E6125,3.0,0.0,Asia,Kolkata,2021-09-14,06:13:00,2021-09-14,07:50:00,14-09-2021
95,2021-09-14,landed,Indira Gandhi International,DEL,Cochin International,COK,United Airlines,UA,7752,UA7752,16.0,1.0,Asia,Kolkata,2021-09-14,06:11:00,2021-09-14,09:06:00,14-09-2021
96,2021-09-14,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,IndiGo,6E,6202,6E6202,16.0,0.0,Asia,Kolkata,2021-09-14,12:16:00,2021-09-14,13:57:00,14-09-2021
97,2021-09-14,landed,Indira Gandhi International,DEL,Cochin International,COK,British Airways,BA,5869,BA5869,9.0,0.0,Asia,Kolkata,2021-09-14,15:48:00,2021-09-14,18:35:00,14-09-2021
98,2021-09-14,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,IndiGo,6E,6387,6E6387,19.0,0.0,Asia,Kolkata,2021-09-14,09:13:00,2021-09-14,10:48:00,14-09-2021
99,2021-09-14,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,Air India,AI,665,AI665,3.0,0.0,Asia,Kolkata,2021-09-14,08:02:00,2021-09-14,09:37:00,14-09-2021
100,2021-09-14,landed,Chhatrapati Shivaji International (Sahar International),BOM,Hyderabad Airport,HYD,United Airlines,UA,7783,UA7783,6.0,0.0,Asia,Kolkata,2021-09-14,07:01:00,2021-09-14,08:05:00,14-09-2021
101,2021-09-14,landed,Chhatrapati Shivaji International (Sahar International),BOM,Ahmedabad,AMD,IndiGo,6E,5392,6E5392,9.0,0.0,Asia,Kolkata,2021-09-14,16:24:00,2021-09-14,17:36:00,14-09-2021
102,2021-09-14,landed,Chhatrapati Shivaji International (Sahar International),BOM,Indira Gandhi International,DEL,Vistara,UK,994,UK994,9.0,0.0,Asia,Kolkata,2021-09-14,10:33:00,2021-09-14,12:20:00,14-09-2021
103,2021-09-14,landed,Chhatrapati Shivaji International (Sahar International),BOM,Ahmedabad,AMD,IndiGo,6E,5621,6E5621,0.0,0.0,Asia,Kolkata,2021-09-14,07:44:00,2021-09-14,08:38:00,14-09-2021
104,2021-09-14,landed,Chhatrapati Shivaji International (Sahar International),BOM,Chandigarh,IXC,IndiGo,6E,853,6E853,17.0,0.0,Asia,Kolkata,2021-09-14,08:26:00,2021-09-14,10:25:00,14-09-2021
105,2021-09-14,landed,Chhatrapati Shivaji International (Sahar International),BOM,Indira Gandhi International,DEL,Air Mauritius,MK,8022,MK8022,4.0,0.0,Asia,Kolkata,2021-09-14,08:03:00,2021-09-14,09:44:00,14-09-2021
106,2021-09-14,landed,Chhatrapati Shivaji International (Sahar International),BOM,Ahmedabad,AMD,IndiGo,6E,6568,6E6568,9.0,0.0,Asia,Kolkata,2021-09-14,09:43:00,2021-09-14,10:44:00,14-09-2021
107,2021-09-14,landed,Chhatrapati Shivaji International (Sahar International),BOM,Goa International,GOI,United Airlines,UA,7782,UA7782,9.0,0.0,Asia,Kolkata,2021-09-14,11:34:00,2021-09-14,12:17:00,14-09-2021
108,2021-09-14,landed,Chhatrapati Shivaji International (Sahar International),BOM,Goa International,GOI,IndiGo,6E,258,6E258,10.0,0.0,Asia,Kolkata,2021-09-14,18:10:00,2021-09-14,18:56:00,14-09-2021
109,2021-09-14,landed,Chhatrapati Shivaji International (Sahar International),BOM,Doha International,DOH,IndiGo,6E,8972,6E8972,6.0,0.0,Asia,Qatar,2021-09-14,00:36:00,2021-09-14,01:03:00,14-09-2021
110,2021-09-14,landed,Chhatrapati Shivaji International (Sahar International),BOM,Hyderabad Airport,HYD,IndiGo,6E,821,6E821,13.0,0.0,Asia,Kolkata,2021-09-14,12:17:00,2021-09-14,13:24:00,14-09-2021
111,2021-09-14,landed,Chhatrapati Shivaji International (Sahar International),BOM,Indira Gandhi International,DEL,GoAir,G8,327,G8327,14.0,4.0,Asia,Kolkata,2021-09-14,08:19:00,2021-09-14,10:13:00,14-09-2021
112,2021-09-14,landed,Chhatrapati Shivaji International (Sahar International),BOM,Queen Alia International,AMM,Royal Jordanian,RJ,6061,RJ6061,0.0,2.0,Asia,Amman,2021-09-14,13:04:00,2021-09-14,15:32:00,14-09-2021
113,2021-09-14,landed,Chhatrapati Shivaji International (Sahar International),BOM,Schiphol,AMS,Delta Air Lines,DL,8194,DL8194,15.0,0.0,Europe,Amsterdam,2021-09-14,02:44:00,2021-09-14,08:06:00,14-09-2021
114,2021-09-14,landed,Chhatrapati Shivaji International (Sahar International),BOM,Schiphol,AMS,KLM,KL,878,KL878,15.0,0.0,Europe,Amsterdam,2021-09-14,02:44:00,2021-09-14,08:06:00,14-09-2021
115,2021-09-14,landed,Chhatrapati Shivaji International (Sahar International),BOM,Raja Sansi International Airport,ATQ,IndiGo,6E,453,6E453,17.0,0.0,Asia,Kolkata,2021-09-14,11:36:00,2021-09-14,13:32:00,14-09-2021
116,2021-09-14,landed,Chhatrapati Shivaji International (Sahar International),BOM,Goa International,GOI,GoAir,G8,371,G8371,0.0,0.0,Asia,Kolkata,2021-09-14,16:27:00,2021-09-14,17:14:00,14-09-2021
117,2021-09-14,landed,Chhatrapati Shivaji International (Sahar International),BOM,Goa International,GOI,Air India,AI,663,AI663,16.0,0.0,Asia,Kolkata,2021-09-14,13:41:00,2021-09-14,14:36:00,14-09-2021
118,2021-09-14,landed,Chhatrapati Shivaji International (Sahar International),BOM,Vadodara,BDQ,IndiGo,6E,138,6E138,10.0,0.0,Asia,Kolkata,2021-09-14,15:30:00,2021-09-14,16:15:00,14-09-2021
119,2021-09-14,landed,Chhatrapati Shivaji International (Sahar International),BOM,Indira Gandhi International,DEL,Vistara,UK,902,UK902,15.0,0.0,Asia,Kolkata,2021-09-14,16:00:00,2021-09-14,17:39:00,14-09-2021
120,2021-09-14,landed,Chhatrapati Shivaji International (Sahar International),BOM,Bhopal,BHO,IndiGo,6E,107,6E107,4.0,0.0,Asia,Kolkata,2021-09-14,15:14:00,2021-09-14,16:19:00,14-09-2021
121,2021-09-14,landed,Chhatrapati Shivaji International (Sahar International),BOM,Bhopal,BHO,IndiGo,6E,6182,6E6182,7.0,0.0,Asia,Kolkata,2021-09-14,06:17:00,2021-09-14,07:24:00,14-09-2021
122,2021-09-14,landed,Chhatrapati Shivaji International (Sahar International),BOM,Sanganeer,JAI,IndiGo,6E,5568,6E5568,11.0,0.0,Asia,Kolkata,2021-09-14,15:36:00,2021-09-14,16:58:00,14-09-2021
123,2021-09-14,landed,Chhatrapati Shivaji International (Sahar International),BOM,Devi Ahilyabai Holkar,IDR,IndiGo,6E,176,6E176,9.0,0.0,Asia,Kolkata,2021-09-14,14:29:00,2021-09-14,15:33:00,14-09-2021
124,2021-09-14,landed,Chhatrapati Shivaji International (Sahar International),BOM,King Abdulaziz International,JED,IndiGo,6E,9834,6E9834,18.0,0.0,Asia,Riyadh,2021-09-14,07:57:00,2021-09-14,09:50:00,14-09-2021
